evolution$generation,thickness,decreaseRate,angle,nbBifurcation,angleRate,depth,area,length
100,1.4960090148050296,0.5600033209228117,4.6919968152094444,4.80570092986423,1.8005724436321537,4.951391417257446,4644.903586408805,4367.4203722203
100,4.9966832539655694,1.825845217879002,1.0691880510900083E-5,5.0,1.9314806258972865,2.2275547629833956,2617.650157967083,9247.199508068552
100,1.4394290444065254,0.8202642451485395,58.281250203612395,4.064520096755919,3.0094376837188346,3.2662469784932737,6090.8620938368385,4936.806914507968
100,2.2692060753924452,0.72649844155684,124.19062707348226,4.496838512868511,1.5267145609334536,3.1537717077919503,7762.222685436204,3589.1329022355553
100,2.651074550930706,0.9642080749295517,38.71308230776692,3.545457565672536,1.3054350699977755,3.3300588663907114,7600.586462429789,3546.328121870494
100,1.4567180101796746,0.8133967386476896,61.129649568865794,4.807234019750879,2.6201718820180537,3.435708302975375,5766.467822980654,4828.132714129071
100,1.4483591064988914,1.1741851869708058,118.3551661097049,5.0,3.4459443494775597,2.6655200701319828,5710.8947043462,4033.8697267395705
100,5.893840983168472,0.6375721885626079,0.0,4.061734524127631,3.9144860741819336,3.919289384954554,795.2180933341823,2564.1269995720522
100,1.2457014545054577,0.6561478657757192,88.51842963347099,4.366171850666747,4.391453374629631,4.130695584983448,7526.189361747483,7504.368003434727
100,3.131791116909044,0.9628775195732525,35.919468935230896,3.5315789408564044,0.894514976777917,2.492955730869683,3477.9826658894135,1123.2830618015612
100,1.3667154601341385,0.4812232629844625,2.9804966287928276,5.0,1.6358709484638922,4.218091098493844,4602.665460080333,5564.257434712623
100,2.194151278144433,1.041684426609117,3.8647631841059336,2.2904016272042056,4.898831873850304,4.794644222967963,7047.404144958048,3430.579844772216
100,1.0,1.21933485807376,79.92078596832303,3.0230686110380858,2.859062849149867,3.1246903665274,6450.355474689256,6598.675197394548
100,2.6540866720067613,0.6975900868114456,7.498051808934408,4.845175271235634,0.15549362227890354,4.7813672552877975,7467.291911567243,9292.604867932256
100,1.5001760555855208,0.8082952124788209,175.0232505518573,3.2221894287669572,0.16478475042594867,3.7264919127431972,3344.6524318041725,2256.3454142178243
100,2.8231120777280982,0.8648659633435293,79.99162741084551,3.6869531700722473,1.2293316629452262,3.998464095638443,7277.1595162215945,2679.320877893197
100,1.0,0.7078686328390477,35.30148173969514,4.5285746720887134,0.13593348569512353,4.0033660914257885,5462.774952962022,9782.562197989091
100,6.237871789134513,1.451631822733674,159.0183207212655,4.198260630199771,0.0,2.4122928388957012,2250.3401362999502,3952.228647130412
100,1.0,0.7043300720962564,63.763007444875896,4.513623378928982,3.0162628008600763,4.044148163587943,7632.2349370404,9611.714201978964
100,1.0014283238947883,0.7054076324219783,29.929657415109197,4.285021949312727,0.15542613925320278,4.534999964364877,5770.78408639069,9663.497593063888
100,1.2918894076503113,0.7010078453943661,10.891080924712607,4.307180177952622,0.16045353749938884,4.279023101477314,5761.565197992266,9453.39308312451
100,4.9534540789793,2.0,0.0,4.703453800464294,0.0,2.5785813123337062,2991.219943910864,7200.0
100,1.9808060286880298,0.6656004050410211,58.650083892672846,4.058065517565225,2.774353471303332,4.3762142836319615,9675.196702617464,7886.806962392101
100,1.2879577060429064,0.6177965335251998,1.2634270804521497,3.978153473922486,2.6451488274620374,4.618580185052536,2668.269519636649,2345.4523333042557
100,4.008158381671693,0.6948161355339919,62.79254660831349,4.2469847323226695,2.625068359928686,3.055698822690888,9374.594510069073,3197.1480710334786
100,4.680946044674922,0.5736851978741431,55.75830155377717,4.3724068795360775,0.14699663048470687,2.766428451053496,3318.9218385386666,756.0576091654889
100,3.698229759565119,1.061435261770843,0.03960988689419493,4.267094648598695,2.7037780210649287,3.5179125303727314,26559.21444271811,9880.713226571961
100,9.3496837433175,0.7106016740623913,70.60857349692742,4.413539369066227,2.204374554433652,2.8579503624991567,8718.154721903931,1092.1682523133932
100,1.0,0.5402199137658847,81.91179022826171,3.975571179809164,1.0782678892753907,5.0,1834.9589488415122,2658.307233474068
100,1.1892520302581515,0.6728709946098779,32.368030448648646,4.540852303522248,3.060814890834294,4.896195028224369,8627.79843427112,8190.969347392562
100,1.440954285251836,1.3267244275706678,0.0,2.339262634002762,4.636967157904291,4.708608059022469,1229.3876197973077,7794.9353508256545
100,1.013593126010361,0.5271067966789605,81.33098205703052,4.037429698505971,2.8992862848695737,5.0,4424.90410148857,7735.607016073942
100,5.321582562848794,1.9532339087630857,73.67103782029248,5.0,0.0,2.500017809289827,3091.777835157856,10514.42371023635
100,8.782559232876643,0.6479898801430707,91.35851793921147,5.0,0.0,3.182238513015269,1237.0247865285348,4774.785203164541
100,1.6200076611450067,0.44621942986756413,103.28129741852665,3.957566693038498,2.2710770950448644,3.435815622138459,883.5434081050655,552.9548014692047
100,1.4866853797100887,0.46048104553869784,0.0,4.637800831446494,0.8247461612111333,4.797185297534654,122.90861988103622,2299.3986277872536
100,1.0,0.688085084330375,49.70585837447488,4.771027942561007,0.08564944329336519,4.198540187560746,3697.8315806461064,8856.407600124572
100,5.949472872751196,0.7037797583253603,62.549970772066345,4.335660117626591,1.9321669765246783,2.9767000472309806,6329.065771243139,1074.0014204957483
100,10.0,0.747815607592047,1.8051044273598824,4.980365884986172,0.0,3.8194726118636004,1803.279482778287,3870.368541667832
100,2.9582869962615055,0.9855491518178534,44.57758852952266,3.68975581511311,0.8585767067676907,3.4163047951577212,8936.422408150647,3754.472643796604
100,6.660753506374623,0.9434011787334448,0.0,3.42810917925462,0.18464163934846878,4.785751462686704,2342.672069998689,9767.126719243948
100,1.1677673980847467,0.6787626408856954,10.311364103772556,3.852861712633402,2.0409961738484563,4.687971586046201,2933.7424344618908,3181.9361217230994
100,1.0,0.5115065546378255,7.8142512543065,4.128192138993978,3.442130762928076,5.0,5462.00171845931,6817.735320819938
